#FormatVersion 1
#Precinct,Precinct ID,Precinct Reporting,"Registered Voters","REP Ballots Cast","DEM Ballots Cast","NON Ballots Cast","AI Ballots Cast","GRN Ballots Cast","LIB Ballots Cast","PF Ballots Cast","Turnout Percentage",Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,"Absentee Voting Votes","Absentee Voting Overvotes","Absentee Voting Undervotes","Absentee Voting Invalid Votes","Election Day Voting Votes","Election Day Voting Overvotes","Election Day Voting Undervotes","Election Day Voting Invalid Votes","Early Voting Votes","Early Voting Overvotes","Early Voting Undervotes","Early Voting Invalid Votes","Provisional Votes","Provisional Overvotes","Provisional Undervotes","Provisional Invalid Votes","Vote by Mail Votes","Vote by Mail Overvotes","Vote by Mail Undervotes","Vote by Mail Invalid Votes"
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","BILL WELD",4,"",2,0,6,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","ROQUE ""ROCKY"" DE LA FUENTE",3,"",0,0,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","MATTHEW JOHN MATERN",7,"",0,0,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","ZOLTAN G. ISTVAN",2,"",0,0,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","DONALD J. TRUMP",1,"",99,0,6,0,95,0,4,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","Rejected write-ins",0,"",3,0,6,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","Unassigned write-ins",0,"",0,0,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"House of Representatives of the United States District 4",14,"NON","ROBERT LAWTON",5,"",14,0,16,0,12,0,10,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"House of Representatives of the United States District 4",14,"NON","BRYNNE S. KENNEDY",4,"",512,0,16,0,422,0,10,0,62,0,3,0,16,0,0,0,12,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"House of Representatives of the United States District 4",14,"NON","TOM MCCLINTOCK",6,"",142,0,16,0,136,0,10,0,5,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"House of Representatives of the United States District 4",14,"NON","JULIANNE BENZEL",1,"",26,0,16,0,20,0,10,0,5,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"House of Representatives of the United States District 4",14,"NON","JAMIE BYERS",3,"",7,0,16,0,7,0,10,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"House of Representatives of the United States District 4",14,"NON","JACOB THOMAS",2,"",12,0,16,0,11,0,10,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"House of Representatives of the United States District 4",14,"NON","Rejected write-ins",0,"",0,0,16,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"House of Representatives of the United States District 4",14,"NON","Unassigned write-ins",0,"",0,0,16,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"State Senate District 1",5,"NON","PAMELA DAWN SWARTZ",2,"",454,0,32,0,370,0,23,0,59,0,6,0,16,0,0,0,9,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"State Senate District 1",5,"NON","LINDA KELLEHER",1,"",42,0,32,0,34,0,23,0,5,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"State Senate District 1",5,"NON","BRIAN DAHLE",3,"",199,0,32,0,189,0,23,0,7,0,6,0,1,0,0,0,2,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"State Senate District 1",5,"NON","Rejected write-ins",0,"",2,0,32,0,2,0,23,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"State Senate District 1",5,"NON","Unassigned write-ins",0,"",0,0,32,0,0,0,23,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"Assembly District 1",3,"NON","ELIZABETH L BETANCOURT",3,"",499,0,24,0,413,0,16,0,60,0,5,0,16,0,0,0,10,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"Assembly District 1",3,"NON","PK ""PAUL"" DHANUKA",2,"",35,0,24,0,26,0,16,0,7,0,5,0,0,0,0,0,2,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"Assembly District 1",3,"NON","MEGAN DAHLE",1,"",171,0,24,0,163,0,16,0,5,0,5,0,1,0,0,0,2,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"Assembly District 1",3,"NON","Rejected write-ins",0,"",0,0,24,0,0,0,16,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"Assembly District 1",3,"NON","Unassigned write-ins",0,"",0,0,24,0,0,0,16,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"County Supervisor District 5",15,"NON","HARDY BULLOCK",1,"",472,0,245,0,399,0,208,0,54,0,23,0,8,0,8,0,11,0,6,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"County Supervisor District 5",15,"NON","Rejected write-ins",0,"",12,0,245,0,11,0,208,0,0,0,23,0,1,0,8,0,0,0,6,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"County Supervisor District 5",15,"NON","Unassigned write-ins",0,"",0,0,245,0,0,0,208,0,0,0,23,0,0,0,8,0,0,0,6,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"Proposition 13",7,"NON","YES",1,"",374,0,37,0,298,0,31,0,50,0,3,0,13,0,1,0,13,0,2,0,0,0,0,0
"CP11",543,Reporting         ,1261,113,511,67,18,7,11,2,57.81,"Proposition 13",7,"NON","NO",2,"",318,0,37,0,289,0,31,0,24,0,3,0,3,0,1,0,2,0,2,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","PHIL COLLINS",5,"",1,0,14,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","ROQUE ""ROCKY"" DE LA FUENTE",1,"",0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","CHARLES KRAUT",2,"",0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","J.R. MYERS",3,"",0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","DON BLANKENSHIP",4,"",0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","Rejected write-ins",0,"",7,0,14,0,6,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","Unassigned write-ins",0,"",0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","JULIÁN CASTRO",5,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MICHAEL A. ELLINGER",13,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","ELIZABETH WARREN",12,"",52,0,2,0,45,0,2,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MARIANNE WILLIAMSON",8,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","ANDREW YANG",20,"",1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","ROQUE ""ROCKY"" DE LA FUENTE III",10,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","JOHN K. DELANEY",4,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","AMY KLOBUCHAR",9,"",28,0,2,0,27,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","BERNIE SANDERS",11,"",133,0,2,0,105,0,2,0,17,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","JOE SESTAK",7,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","TOM STEYER",17,"",12,0,2,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","DEVAL PATRICK",6,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MICHAEL BENNET",3,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MICHAEL R. BLOOMBERG",16,"",61,0,2,0,54,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MOSIE BOYD",19,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","CORY BOOKER",1,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","PETE BUTTIGIEG",14,"",29,0,2,0,28,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","JOSEPH R. BIDEN",18,"",109,0,2,0,94,0,2,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","TULSI GABBARD",2,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MARK STEWART GREENSTEIN",15,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","Rejected write-ins",0,"",1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",2,"DEM","Unassigned write-ins",0,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","DAVID ROLDE",3,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","HOWIE HAWKINS",2,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","DARIO HUNTER",4,"",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","DENNIS LAMBERT",1,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","SEDINAM MOYOWASIFZA-CURRY",5,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","Rejected write-ins",0,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","Unassigned write-ins",0,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","KEN ARMSTRONG",7,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","MAX ABRAMSON",3,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","SAM ROBB",5,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","KIM RUFF",10,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","STEVEN A RICHEY",12,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","JACOB HORNBERGER",11,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","SOURAYA FAAS",6,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","KEENAN WALLACE DUNHAM",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","ADAM KOKESH",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","VERMIN SUPREME",9,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","JO JORGENSEN",13,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","DAN BEHRMAN",8,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","ERIK CHASE GERHARDT",4,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","Rejected write-ins",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES:",11,"LIB","Unassigned write-ins",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for one",9,"PF","HOWIE HAWKINS",2,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for one",9,"PF","GLORIA LA RIVA",1,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for one",9,"PF","Rejected write-ins",0,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for one",9,"PF","Unassigned write-ins",0,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","ROBERT ARDINI",6,"",0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","JOE WALSH",5,"",2,0,7,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","BILL WELD",4,"",2,0,7,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","ROQUE ""ROCKY"" DE LA FUENTE",3,"",2,0,7,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","MATTHEW JOHN MATERN",7,"",0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","ZOLTAN G. ISTVAN",2,"",0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","DONALD J. TRUMP",1,"",122,0,7,0,114,0,7,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","Rejected write-ins",0,"",5,0,7,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","Unassigned write-ins",0,"",0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"House of Representatives of the United States District 4",14,"NON","ROBERT LAWTON",5,"",13,1,17,0,11,0,14,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"House of Representatives of the United States District 4",14,"NON","BRYNNE S. KENNEDY",4,"",433,1,17,0,382,0,14,0,31,0,2,0,15,1,0,0,5,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"House of Representatives of the United States District 4",14,"NON","TOM MCCLINTOCK",6,"",159,1,17,0,147,0,14,0,9,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"House of Representatives of the United States District 4",14,"NON","JULIANNE BENZEL",1,"",12,1,17,0,12,0,14,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"House of Representatives of the United States District 4",14,"NON","JAMIE BYERS",3,"",5,1,17,0,5,0,14,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"House of Representatives of the United States District 4",14,"NON","JACOB THOMAS",2,"",8,1,17,0,8,0,14,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"House of Representatives of the United States District 4",14,"NON","Rejected write-ins",0,"",0,1,17,0,0,0,14,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"House of Representatives of the United States District 4",14,"NON","Unassigned write-ins",0,"",0,1,17,0,0,0,14,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"State Senate District 1",5,"NON","PAMELA DAWN SWARTZ",2,"",394,0,23,0,348,0,19,0,26,0,3,0,15,0,0,0,5,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"State Senate District 1",5,"NON","LINDA KELLEHER",1,"",33,0,23,0,28,0,19,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"State Senate District 1",5,"NON","BRIAN DAHLE",3,"",198,0,23,0,184,0,19,0,9,0,3,0,4,0,0,0,1,0,1,0,0,0,0,0
"CP12",544,Reporting         ,1037,140,428,52,22,2,3,1,62.49,"State Senate District 1",5,"NON","Rejected write-ins",0,"",0,0,23,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
