44012,,,,,,,,,,,,,,,,,,,,,
Polling Place,24,9.13%,0,,0%,0,0%,1,,0.38%,0,,0%,,2,,0.76%,,68,,25.86%
Vote by Mail,55,15.03%,0,,0%,3,0.82%,0,,0%,0,,0%,,11,,3.01%,,73,,19.95%
Total,79,12.56%,0,,0%,3,0.48%,1,,0.16%,0,,0%,,13,,2.07%,,141,,22.42%
44014,,,,,,,,,,,,,,,,,,,,,
Polling Place,31,13.42%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,55,,23.81%
Vote by Mail,51,12.23%,0,,0%,2,0.48%,0,,0%,0,,0%,,19,,4.56%,,79,,18.94%
Total,82,12.65%,0,,0%,2,0.31%,0,,0%,0,,0%,,19,,2.93%,,134,,20.68%
44016,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
44022,,,,,,,,,,,,,,,,,,,,,
Polling Place,20,15.04%,0,,0%,0,0%,0,,0%,0,,0%,,1,,0.75%,,35,,26.32%
Vote by Mail,28,11.38%,0,,0%,3,1.22%,0,,0%,0,,0%,,8,,3.25%,,62,,25.2%
Total,48,12.66%,0,,0%,3,0.79%,0,,0%,0,,0%,,9,,2.37%,,97,,25.59%
44024,,,,,,,,,,,,,,,,,,,,,
Polling Place,21,15%,0,,0%,0,0%,0,,0%,0,,0%,,1,,0.71%,,29,,20.71%
Vote by Mail,29,11.55%,1,,0.4%,2,0.8%,0,,0%,0,,0%,,9,,3.59%,,61,,24.3%
Total,50,12.79%,1,,0.26%,2,0.51%,0,,0%,0,,0%,,10,,2.56%,,90,,23.02%
44200,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
45000,,,,,,,,,,,,,,,,,,,,,
Polling Place,11,7.43%,0,,0%,0,0%,2,,1.35%,0,,0%,,0,,0%,,68,,45.95%
Vote by Mail,22,11.06%,0,,0%,1,0.5%,0,,0%,0,,0%,,7,,3.52%,,78,,39.2%
Total,33,9.51%,0,,0%,1,0.29%,2,,0.58%,0,,0%,,7,,2.02%,,146,,42.07%
Precinct,JOE SESTAK (DEM),,TOM STEYER (DEM),,,DEVAL PATRICK (DEM),,MICHAEL BENNET (DEM),,,MICHAEL R. BLOOMBERG (DEM),,,,MOSIE BOYD (DEM),,,,CORY BOOKER (DEM),,
44010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
44012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,26,,9.89%,,0,,0%,,0,,0%
Vote by Mail,0,0%,2,,0.55%,0,0%,0,,0%,78,,21.31%,,0,,0%,,0,,0%
Total,0,0%,2,,0.32%,0,0%,0,,0%,104,,16.53%,,0,,0%,,0,,0%
44014,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,33,,14.29%,,0,,0%,,0,,0%
Vote by Mail,0,0%,5,,1.2%,0,0%,0,,0%,96,,23.02%,,0,,0%,,0,,0%
Total,0,0%,5,,0.77%,0,0%,0,,0%,129,,19.91%,,0,,0%,,0,,0%
44016,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
44022,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,2,,1.5%,0,0%,0,,0%,17,,12.78%,,0,,0%,,0,,0%
Vote by Mail,0,0%,3,,1.22%,0,0%,0,,0%,55,,22.36%,,0,,0%,,0,,0%
Total,0,0%,5,,1.32%,0,0%,0,,0%,72,,19%,,0,,0%,,0,,0%
44024,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,1,,0.71%,0,0%,0,,0%,18,,12.86%,,0,,0%,,0,,0%
Vote by Mail,0,0%,3,,1.2%,0,0%,0,,0%,65,,25.9%,,0,,0%,,0,,0%
Total,0,0%,4,,1.02%,0,0%,0,,0%,83,,21.23%,,0,,0%,,0,,0%
44200,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
45000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,1,,0.68%,0,0%,0,,0%,10,,6.76%,,0,,0%,,0,,0%
Vote by Mail,0,0%,8,,4.02%,1,0.5%,1,,0.5%,18,,9.05%,,0,,0%,,0,,0%
Total,0,0%,9,,2.59%,1,0.29%,1,,0.29%,28,,8.07%,,0,,0%,,0,,0%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
44010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,0,,0,,,0,,0,,,0,,0,,,,0,,,,
44012,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,0.76%,139,,52.85%,1,0.38%,0,,0%,263,,0,,,0%,0,,,0%,
Vote by Mail,31,8.47%,109,,29.78%,3,0.82%,0,,0%,366,,0,,,0%,0,,,0%,
Total,33,5.25%,248,,39.43%,4,0.64%,0,,0%,629,,0,,,0%,0,,,0%,
44014,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.43%,109,,47.19%,2,0.87%,0,,0%,231,,0,,,0%,0,,,0%,
Vote by Mail,31,7.43%,127,,30.46%,6,1.44%,1,,0.24%,417,,0,,,0%,0,,,0%,
Total,32,4.94%,236,,36.42%,8,1.23%,1,,0.15%,648,,0,,,0%,0,,,0%,
44016,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,0,,0,,,0,,0,,,0,,0,,,,0,,,,
44022,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,57,,42.86%,1,0.75%,0,,0%,133,,0,,,0%,0,,,0%,
Vote by Mail,20,8.13%,66,,26.83%,1,0.41%,0,,0%,246,,0,,,0%,0,,,0%,
Total,20,5.28%,123,,32.45%,2,0.53%,0,,0%,379,,0,,,0%,0,,,0%,
44024,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.71%,68,,48.57%,1,0.71%,0,,0%,140,,0,,,0%,0,,,0%,
Vote by Mail,18,7.17%,63,,25.1%,0,0%,0,,0%,251,,0,,,0%,0,,,0%,
Total,19,4.86%,131,,33.5%,1,0.26%,0,,0%,391,,0,,,0%,0,,,0%,
44200,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,0,,0,,,0,,0,,,0,,0,,,,0,,,,
45000,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,1.35%,54,,36.49%,0,0%,0,,0%,148,,0,,,0%,0,,,0%,
Vote by Mail,15,7.54%,48,,24.12%,0,0%,0,,0%,199,,0,,,0%,0,,,0%,
Total,17,4.9%,102,,29.39%,0,0%,0,,0%,347,,0,,,0%,0,,,0%,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
44010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,,,
44012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
44014,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
44016,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,,,
44022,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
44024,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
44200,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,,,
45000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
45002,,,,,,,,45002,,,,,,,,,,,,,
Polling Place,71,202,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,144,202,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,215,202,,,,,,Total,,,,0,,0%,,0,,0%,,,
45004,,,,,,,,45004,,,,,,,,,,,,,
Polling Place,81,210,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,97,210,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,178,210,,,,,,Total,,,,0,,0%,,0,,0%,,,
45006,,,,,,,,45006,,,,,,,,,,,,,
Polling Place,1,140,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,112,140,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,113,140,,,,,,Total,,,,0,,0%,,0,,0%,,,
45012,,,,,,,,45012,,,,,,,,,,,,,
Polling Place,0,89,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,60,89,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,60,89,,,,,,Total,,,,0,,0%,,0,,0%,,,
45016,,,,,,,,45016,,,,,,,,,,,,,
Polling Place,3,74,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,43,74,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,46,74,,,,,,Total,,,,0,,0%,,0,,0%,,,
45030,,,,,,,,45030,,,,,,,,,,,,,
Polling Place,2,65,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,55,65,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,57,65,,,,,,Total,,,,0,,0%,,0,,0%,,,
45032,,,,,,,,45032,,,,,,,,,,,,,
Polling Place,2,94,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,75,94,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,77,94,,,,,,Total,,,,0,,0%,,0,,0%,,,
45034,,,,,,,,45034,,,,,,,,,,,,,
Polling Place,0,33,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,28,33,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,28,33,,,,,,Total,,,,0,,0%,,0,,0%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
45002,,,,,,,,,,,,,,,,,,,,,
Polling Place,12,16.9%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,30,,42.25%
Vote by Mail,25,17.61%,1,,0.7%,0,0%,0,,0%,0,,0%,,8,,5.63%,,44,,30.99%
Total,37,17.37%,1,,0.47%,0,0%,0,,0%,0,,0%,,8,,3.76%,,74,,34.74%
45004,,,,,,,,,,,,,,,,,,,,,
Polling Place,12,15%,1,,1.25%,0,0%,0,,0%,0,,0%,,0,,0%,,47,,58.75%
Vote by Mail,13,13.83%,2,,2.13%,0,0%,0,,0%,0,,0%,,6,,6.38%,,28,,29.79%
Total,25,14.37%,3,,1.72%,0,0%,0,,0%,0,,0%,,6,,3.45%,,75,,43.1%
45006,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,15,13.51%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,45,,40.54%
Total,15,13.39%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,46,,41.07%
45012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,6,10.17%,0,,0%,0,0%,0,,0%,0,,0%,,1,,1.69%,,25,,42.37%
Total,6,10.17%,0,,0%,0,0%,0,,0%,0,,0%,,1,,1.69%,,25,,42.37%
45016,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,2,4.88%,1,,2.44%,2,4.88%,0,,0%,0,,0%,,1,,2.44%,,12,,29.27%
Total,2,4.55%,1,,2.27%,2,4.55%,0,,0%,0,,0%,,1,,2.27%,,15,,34.09%
45030,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,8,14.81%,0,,0%,0,0%,0,,0%,1,,1.85%,,0,,0%,,19,,35.19%
Total,8,14.29%,0,,0%,0,0%,0,,0%,1,,1.79%,,0,,0%,,19,,33.93%
45032,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,10,13.33%,0,,0%,1,1.33%,0,,0%,0,,0%,,4,,5.33%,,25,,33.33%
Total,10,12.99%,0,,0%,1,1.3%,0,,0%,0,,0%,,4,,5.19%,,27,,35.06%
45034,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,6,23.08%,0,,0%,0,0%,0,,0%,0,,0%,,2,,7.69%,,7,,26.92%
Total,6,23.08%,0,,0%,0,0%,0,,0%,0,,0%,,2,,7.69%,,7,,26.92%
Precinct,JOE SESTAK (DEM),,TOM STEYER (DEM),,,DEVAL PATRICK (DEM),,MICHAEL BENNET (DEM),,,MICHAEL R. BLOOMBERG (DEM),,,,MOSIE BOYD (DEM),,,,CORY BOOKER (DEM),,
45002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,2,,2.82%,0,0%,0,,0%,3,,4.23%,,0,,0%,,0,,0%
Vote by Mail,0,0%,4,,2.82%,0,0%,0,,0%,25,,17.61%,,0,,0%,,0,,0%
Total,0,0%,6,,2.82%,0,0%,0,,0%,28,,13.15%,,0,,0%,,0,,0%
45004,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,1,,1.25%,0,0%,1,,1.25%,4,,5%,,0,,0%,,0,,0%
Vote by Mail,0,0%,3,,3.19%,0,0%,1,,1.06%,2,,2.13%,,0,,0%,,0,,0%
Total,0,0%,4,,2.3%,0,0%,2,,1.15%,6,,3.45%,,0,,0%,,0,,0%
45006,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0%,4,,3.6%,0,0%,0,,0%,13,,11.71%,,0,,0%,,0,,0%
Total,0,0%,4,,3.57%,0,0%,0,,0%,13,,11.61%,,0,,0%,,0,,0%
45012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0%,3,,5.08%,0,0%,0,,0%,7,,11.86%,,0,,0%,,0,,0%
Total,0,0%,3,,5.08%,0,0%,0,,0%,7,,11.86%,,0,,0%,,0,,0%
45016,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0%,2,,4.88%,0,0%,1,,2.44%,7,,17.07%,,0,,0%,,0,,0%
Total,0,0%,2,,4.55%,0,0%,1,,2.27%,7,,15.91%,,0,,0%,,0,,0%
45030,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0%,5,,9.26%,0,0%,0,,0%,2,,3.7%,,0,,0%,,0,,0%
Total,0,0%,5,,8.93%,0,0%,0,,0%,2,,3.57%,,0,,0%,,0,,0%
45032,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0%,1,,1.33%,0,0%,0,,0%,15,,20%,,0,,0%,,0,,0%
Total,0,0%,1,,1.3%,0,0%,0,,0%,15,,19.48%,,0,,0%,,0,,0%
45034,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0%,1,,3.85%,0,0%,0,,0%,1,,3.85%,,0,,0%,,0,,0%
Total,0,0%,1,,3.85%,0,0%,0,,0%,1,,3.85%,,0,,0%,,0,,0%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
45002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,24,,33.8%,0,0%,0,,0%,71,,0,,,0%,0,,,0%,
Vote by Mail,10,7.04%,25,,17.61%,0,0%,0,,0%,142,,0,,,0%,0,,,0%,
Total,10,4.69%,49,,23%,0,0%,0,,0%,213,,0,,,0%,0,,,0%,
45004,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,14,,17.5%,0,0%,0,,0%,80,,0,,,0%,0,,,0%,
Vote by Mail,5,5.32%,33,,35.11%,1,1.06%,0,,0%,94,,0,,,0%,0,,,0%,
Total,5,2.87%,47,,27.01%,1,0.57%,0,,0%,174,,0,,,0%,0,,,0%,
45006,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,12,10.81%,21,,18.92%,1,0.9%,0,,0%,111,,0,,,0%,0,,,0%,
Total,12,10.71%,21,,18.75%,1,0.89%,0,,0%,112,,0,,,0%,0,,,0%,
45012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,2,3.39%,15,,25.42%,0,0%,0,,0%,59,,0,,,0%,0,,,0%,
Total,2,3.39%,15,,25.42%,0,0%,0,,0%,59,,0,,,0%,0,,,0%,
45016,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,2,4.88%,11,,26.83%,0,0%,0,,0%,41,,0,,,0%,0,,,0%,
Total,2,4.55%,11,,25%,0,0%,0,,0%,44,,0,,,0%,0,,,0%,
45030,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,5,9.26%,14,,25.93%,0,0%,0,,0%,54,,0,,,0%,0,,,0%,
Total,5,8.93%,16,,28.57%,0,0%,0,,0%,56,,0,,,0%,0,,,0%,
45032,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,6,8%,13,,17.33%,0,0%,0,,0%,75,,0,,,0%,0,,,0%,
Total,6,7.79%,13,,16.88%,0,0%,0,,0%,77,,0,,,0%,0,,,0%,
45034,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,0%,8,,30.77%,1,3.85%,0,,0%,26,,0,,,0%,0,,,0%,
Total,0,0%,8,,30.77%,1,3.85%,0,,0%,26,,0,,,0%,0,,,0%,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
45002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
45004,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
45006,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
45012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
45016,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
45030,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
45032,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
45034,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
45044,,,,,,,,45044,,,,,,,,,,,,,
Polling Place,2,64,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,34,64,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,36,64,,,,,,Total,,,,0,,0%,,0,,0%,,,
47000,,,,,,,,47000,,,,,,,,,,,,,
Polling Place,0,31,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,22,31,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,22,31,,,,,,Total,,,,0,,0%,,0,,0%,,,
48000,,,,,,,,48000,,,,,,,,,,,,,
Polling Place,0,23,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,12,23,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,12,23,,,,,,Total,,,,0,,0%,,0,,0%,,,
48100,,,,,,,,48100,,,,,,,,,,,,,
Polling Place,2,25,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,7,25,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,9,25,,,,,,Total,,,,0,,0%,,0,,0%,,,
48200,,,,,,,,48200,,,,,,,,,,,,,
Polling Place,0,30,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,13,30,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,13,30,,,,,,Total,,,,0,,0%,,0,,0%,,,
50000,,,,,,,,50000,,,,,,,,,,,,,
Polling Place,0,56,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,58,56,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,58,56,,,,,,Total,,,,0,,0%,,0,,0%,,,
50002,,,,,,,,50002,,,,,,,,,,,,,
Polling Place,209,476,,,,,,Polling Place,,,,0,,0%,,1,,0.49%,,,
Vote by Mail,255,476,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,464,476,,,,,,Total,,,,0,,0%,,1,,0.22%,,,
50004,,,,,,,,50004,,,,,,,,,,,,,
Polling Place,114,158,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,91,158,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,205,158,,,,,,Total,,,,0,,0%,,0,,0%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
45044,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,5,15.15%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,18,,54.55%
Total,5,14.29%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,20,,57.14%
47000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,6,27.27%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,6,,27.27%
Total,6,27.27%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,6,,27.27%
48000,,,,,,,,,,,,,,,,,,,,,
