0011030,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Total,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
0012000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
0012400,,,,,,,,0012400,,,,,,,,,,,,,
Polling Place,178,"1,172",,,,,,Polling Place,,,,1,,0.59%,,0,,0.00%,,,
Vote by Mail,357,"1,172",,,,,,Vote by Mail,,,,3,,0.88%,,0,,0.00%,,,
Total,535,"1,172",,,,,,Total,,,,4,,0.78%,,0,,0.00%,,,
0012402,,,,,,,,0012402,,,,,,,,,,,,,
Polling Place,87,390,,,,,,Polling Place,,,,0,,0.00%,,1,,1.15%,,,
Vote by Mail,123,390,,,,,,Vote by Mail,,,,1,,0.84%,,0,,0.00%,,,
Total,210,390,,,,,,Total,,,,1,,0.49%,,1,,0.49%,,,
0012404,,,,,,,,0012404,,,,,,,,,,,,,
Polling Place,0,10,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,7,10,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,7,10,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0013000,,,,,,,,0013000,,,,,,,,,,,,,
Polling Place,119,602,,,,,,Polling Place,,,,1,,0.88%,,0,,0.00%,,,
Vote by Mail,180,602,,,,,,Vote by Mail,,,,2,,1.23%,,0,,0.00%,,,
Total,299,602,,,,,,Total,,,,3,,1.08%,,0,,0.00%,,,
0013002,,,,,,,,0013002,,,,,,,,,,,,,
Polling Place,113,509,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,148,509,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,261,509,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0013004,,,,,,,,0013004,,,,,,,,,,,,,
Polling Place,133,463,,,,,,Polling Place,,,,3,,2.33%,,0,,0.00%,,,
Vote by Mail,170,463,,,,,,Vote by Mail,,,,2,,1.27%,,0,,0.00%,,,
Total,303,463,,,,,,Total,,,,5,,1.74%,,0,,0.00%,,,
0013006,,,,,,,,0013006,,,,,,,,,,,,,
Polling Place,109,585,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,183,585,,,,,,Vote by Mail,,,,2,,1.16%,,0,,0.00%,,,
Total,292,585,,,,,,Total,,,,2,,0.72%,,0,,0.00%,,,
0013008,,,,,,,,0013008,,,,,,,,,,,,,
Polling Place,182,682,,,,,,Polling Place,,,,1,,0.56%,,0,,0.00%,,,
Vote by Mail,211,682,,,,,,Vote by Mail,,,,1,,0.47%,,0,,0.00%,,,
Total,393,682,,,,,,Total,,,,2,,0.52%,,0,,0.00%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
0012400,,,,,,,,,,,,,,,,,,,,,
Polling Place,6,3.55%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,1,,0.59%,,104,,61.54%
Vote by Mail,18,5.28%,1,,0.29%,3,0.88%,0,,0.00%,0,,0.00%,,3,,0.88%,,185,,54.25%
Total,24,4.71%,1,,0.20%,3,0.59%,0,,0.00%,0,,0.00%,,4,,0.78%,,289,,56.67%
0012402,,,,,,,,,,,,,,,,,,,,,
Polling Place,3,3.45%,0,,0.00%,1,1.15%,0,,0.00%,1,,1.15%,,0,,0.00%,,47,,54.02%
Vote by Mail,5,4.20%,0,,0.00%,2,1.68%,1,,0.84%,0,,0.00%,,2,,1.68%,,52,,43.70%
Total,8,3.88%,0,,0.00%,3,1.46%,1,,0.49%,1,,0.49%,,2,,0.97%,,99,,48.06%
0012404,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,1,,14.29%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,1,,14.29%
0013000,,,,,,,,,,,,,,,,,,,,,
Polling Place,3,2.63%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,1,,0.88%,,66,,57.89%
Vote by Mail,12,7.36%,0,,0.00%,2,1.23%,2,,1.23%,0,,0.00%,,1,,0.61%,,87,,53.37%
Total,15,5.42%,0,,0.00%,2,0.72%,2,,0.72%,0,,0.00%,,2,,0.72%,,153,,55.23%
0013002,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.89%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,1,,0.89%,,55,,49.11%
Vote by Mail,6,4.14%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,1,,0.69%,,53,,36.55%
Total,7,2.72%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,2,,0.78%,,108,,42.02%
0013004,,,,,,,,,,,,,,,,,,,,,
Polling Place,12,9.30%,0,,0.00%,2,1.55%,0,,0.00%,0,,0.00%,,1,,0.78%,,58,,44.96%
Vote by Mail,17,10.76%,0,,0.00%,1,0.63%,0,,0.00%,0,,0.00%,,3,,1.90%,,71,,44.94%
Total,29,10.10%,0,,0.00%,3,1.05%,0,,0.00%,0,,0.00%,,4,,1.39%,,129,,44.95%
0013006,,,,,,,,,,,,,,,,,,,,,
Polling Place,7,6.60%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,47,,44.34%
Vote by Mail,11,6.36%,0,,0.00%,1,0.58%,0,,0.00%,1,,0.58%,,7,,4.05%,,66,,38.15%
Total,18,6.45%,0,,0.00%,1,0.36%,0,,0.00%,1,,0.36%,,7,,2.51%,,113,,40.50%
0013008,,,,,,,,,,,,,,,,,,,,,
Polling Place,13,7.34%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,1,,0.56%,,88,,49.72%
Vote by Mail,13,6.16%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,4,,1.90%,,86,,40.76%
Total,26,6.70%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,5,,1.29%,,174,,44.85%
Precinct,JOE SESTAK (DEM),,TOM STEYER (DEM),,,DEVAL PATRICK (DEM),,MICHAEL BENNET (DEM),,,MICHAEL R. BLOOMBERG (DEM),,,,MOSIE BOYD (DEM),,,,CORY BOOKER (DEM),,
0012400,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.59%,2,,1.18%,0,0.00%,0,,0.00%,12,,7.10%,,0,,0.00%,,1,,0.59%
Vote by Mail,0,0.00%,9,,2.64%,0,0.00%,0,,0.00%,23,,6.74%,,0,,0.00%,,2,,0.59%
Total,1,0.20%,11,,2.16%,0,0.00%,0,,0.00%,35,,6.86%,,0,,0.00%,,3,,0.59%
0012402,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,3,,3.45%,0,0.00%,0,,0.00%,13,,14.94%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,10,,8.40%,0,0.00%,0,,0.00%,8,,6.72%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,13,,6.31%,0,0.00%,0,,0.00%,21,,10.19%,,0,,0.00%,,0,,0.00%
0012404,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,3,,42.86%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,3,,42.86%,,0,,0.00%,,0,,0.00%
0013000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,1,,0.88%,0,0.00%,1,,0.88%,6,,5.26%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,6,,3.68%,0,0.00%,1,,0.61%,13,,7.98%,,1,,0.61%,,0,,0.00%
Total,0,0.00%,7,,2.53%,0,0.00%,2,,0.72%,19,,6.86%,,1,,0.36%,,0,,0.00%
0013002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,1,,0.89%,0,0.00%,1,,0.89%,15,,13.39%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,7,,4.83%,0,0.00%,0,,0.00%,22,,15.17%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,8,,3.11%,0,0.00%,1,,0.39%,37,,14.40%,,0,,0.00%,,0,,0.00%
0013004,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,11,,8.53%,,0,,0.00%,,0,,0.00%
Vote by Mail,1,0.63%,5,,3.16%,0,0.00%,0,,0.00%,8,,5.06%,,0,,0.00%,,0,,0.00%
Total,1,0.35%,5,,1.74%,0,0.00%,0,,0.00%,19,,6.62%,,0,,0.00%,,0,,0.00%
0013006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,3,,2.83%,0,0.00%,0,,0.00%,12,,11.32%,,0,,0.00%,,1,,0.94%
Vote by Mail,0,0.00%,13,,7.51%,0,0.00%,1,,0.58%,22,,12.72%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,16,,5.73%,0,0.00%,1,,0.36%,34,,12.19%,,0,,0.00%,,1,,0.36%
0013008,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,5,,2.82%,0,0.00%,1,,0.56%,5,,2.82%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,8,,3.79%,0,0.00%,1,,0.47%,24,,11.37%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,13,,3.35%,0,0.00%,2,,0.52%,29,,7.47%,,0,,0.00%,,0,,0.00%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
0012400,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.59%,38,,22.49%,2,1.18%,0,,0.00%,169,,0,,,0.00%,0,,,0.00%,
Vote by Mail,11,3.23%,83,,24.34%,0,0.00%,0,,0.00%,341,,0,,,0.00%,0,,,0.00%,
Total,12,2.35%,121,,23.73%,2,0.39%,0,,0.00%,510,,0,,,0.00%,0,,,0.00%,
0012402,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,18,,20.69%,0,0.00%,0,,0.00%,87,,0,,,0.00%,0,,,0.00%,
Vote by Mail,7,5.88%,31,,26.05%,0,0.00%,0,,0.00%,119,,0,,,0.00%,0,,,0.00%,
Total,7,3.40%,49,,23.79%,0,0.00%,0,,0.00%,206,,0,,,0.00%,0,,,0.00%,
0012404,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,0.00%,3,,42.86%,0,0.00%,0,,0.00%,7,,0,,,0.00%,0,,,0.00%,
Total,0,0.00%,3,,42.86%,0,0.00%,0,,0.00%,7,,0,,,0.00%,0,,,0.00%,
0013000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,35,,30.70%,0,0.00%,0,,0.00%,114,,0,,,0.00%,0,,,0.00%,
Vote by Mail,7,4.29%,28,,17.18%,1,0.61%,0,,0.00%,163,,0,,,0.00%,0,,,0.00%,
Total,7,2.53%,63,,22.74%,1,0.36%,0,,0.00%,277,,0,,,0.00%,0,,,0.00%,
0013002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,34,,30.36%,3,2.68%,1,,0.89%,112,,0,,,0.00%,0,,,0.00%,
Vote by Mail,4,2.76%,52,,35.86%,0,0.00%,0,,0.00%,145,,0,,,0.00%,0,,,0.00%,
Total,4,1.56%,86,,33.46%,3,1.17%,1,,0.39%,257,,0,,,0.00%,0,,,0.00%,
0013004,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.78%,40,,31.01%,0,0.00%,1,,0.78%,129,,0,,,0.00%,0,,,0.00%,
Vote by Mail,10,6.33%,37,,23.42%,3,1.90%,0,,0.00%,158,,0,,,0.00%,0,,,0.00%,
Total,11,3.83%,77,,26.83%,3,1.05%,1,,0.35%,287,,0,,,0.00%,0,,,0.00%,
0013006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,35,,33.02%,1,0.94%,0,,0.00%,106,,0,,,0.00%,0,,,0.00%,
Vote by Mail,6,3.47%,43,,24.86%,0,0.00%,0,,0.00%,173,,0,,,0.00%,0,,,0.00%,
Total,6,2.15%,78,,27.96%,1,0.36%,0,,0.00%,279,,0,,,0.00%,0,,,0.00%,
0013008,,,,,,,,,,,,,,,,,,,,,
Polling Place,3,1.69%,59,,33.33%,1,0.56%,0,,0.00%,177,,0,,,0.00%,0,,,0.00%,
Vote by Mail,13,6.16%,61,,28.91%,0,0.00%,0,,0.00%,211,,0,,,0.00%,0,,,0.00%,
Total,16,4.12%,120,,30.93%,1,0.26%,0,,0.00%,388,,0,,,0.00%,0,,,0.00%,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
0012400,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0012402,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0012404,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0013000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0013002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0013004,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0013006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0013008,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
0013010,,,,,,,,0013010,,,,,,,,,,,,,
Polling Place,30,130,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,58,130,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,88,130,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0013012,,,,,,,,0013012,,,,,,,,,,,,,
Polling Place,72,377,,,,,,Polling Place,,,,1,,1.41%,,0,,0.00%,,,
Vote by Mail,147,377,,,,,,Vote by Mail,,,,2,,1.38%,,0,,0.00%,,,
Total,219,377,,,,,,Total,,,,3,,1.39%,,0,,0.00%,,,
0014000,,,,,,,,0014000,,,,,,,,,,,,,
Polling Place,0,14,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,10,14,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,10,14,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0014006,,,,,,,,0014006,,,,,,,,,,,,,
Polling Place,0,3,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,0,3,,,,,,Vote by Mail,,,,0,,,,0,,,,,
Total,0,3,,,,,,Total,,,,0,,,,0,,,,,
0014100,,,,,,,,0014100,,,,,,,,,,,,,
Polling Place,0,0,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,0,0,,,,,,Vote by Mail,,,,0,,,,0,,,,,
Total,0,0,,,,,,Total,,,,0,,,,0,,,,,
0014200,,,,,,,,0014200,,,,,,,,,,,,,
Polling Place,3,76,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,42,76,,,,,,Vote by Mail,,,,1,,2.38%,,0,,0.00%,,,
Total,45,76,,,,,,Total,,,,1,,2.27%,,0,,0.00%,,,
0014202,,,,,,,,0014202,,,,,,,,,,,,,
Polling Place,0,5,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,2,5,,,,,,Vote by Mail,,,,****,,****,,****,,****,,,
Total,2,5,,,,,,Total,,,,****,,****,,****,,****,,,
0014204,,,,,,,,0014204,,,,,,,,,,,,,
Polling Place,55,160,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,85,160,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,140,160,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
0013010,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,6.90%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,12,,41.38%
Vote by Mail,2,3.51%,0,,0.00%,0,0.00%,1,,1.75%,1,,1.75%,,1,,1.75%,,20,,35.09%
Total,4,4.65%,0,,0.00%,0,0.00%,1,,1.16%,1,,1.16%,,1,,1.16%,,32,,37.21%
0013012,,,,,,,,,,,,,,,,,,,,,
Polling Place,8,11.27%,1,,1.41%,0,0.00%,0,,0.00%,0,,0.00%,,1,,1.41%,,30,,42.25%
Vote by Mail,6,4.14%,0,,0.00%,2,1.38%,0,,0.00%,0,,0.00%,,2,,1.38%,,50,,34.48%
Total,14,6.48%,1,,0.46%,2,0.93%,0,,0.00%,0,,0.00%,,3,,1.39%,,80,,37.04%
0014000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,2,,20.00%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,2,,20.00%
0014006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
0014100,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
0014200,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,13,,30.95%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,13,,29.55%
0014202,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Total,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
0014204,,,,,,,,,,,,,,,,,,,,,
Polling Place,9,16.67%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,23,,42.59%
Vote by Mail,10,12.05%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,4,,4.82%,,25,,30.12%
Total,19,13.87%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,4,,2.92%,,48,,35.04%
Precinct,JOE SESTAK (DEM),,TOM STEYER (DEM),,,DEVAL PATRICK (DEM),,MICHAEL BENNET (DEM),,,MICHAEL R. BLOOMBERG (DEM),,,,MOSIE BOYD (DEM),,,,CORY BOOKER (DEM),,
0013010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,1,,3.45%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,3,,5.26%,0,0.00%,1,,1.75%,12,,21.05%,,0,,0.00%,,1,,1.75%
Total,0,0.00%,3,,3.49%,0,0.00%,1,,1.16%,13,,15.12%,,0,,0.00%,,1,,1.16%
0013012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,2,,2.82%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,10,,6.90%,0,0.00%,2,,1.38%,26,,17.93%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,10,,4.63%,0,0.00%,2,,0.93%,28,,12.96%,,0,,0.00%,,0,,0.00%
0014000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,4,,40.00%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,4,,40.00%,,0,,0.00%,,0,,0.00%
0014006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
0014100,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
0014200,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0.00%,1,,2.38%,0,0.00%,0,,0.00%,1,,2.38%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,1,,2.27%,0,0.00%,0,,0.00%,2,,4.55%,,0,,0.00%,,0,,0.00%
0014202,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Total,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
0014204,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,3,,5.56%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,3,,3.61%,0,0.00%,0,,0.00%,9,,10.84%,,0,,0.00%,,1,,1.20%
Total,0,0.00%,3,,2.19%,0,0.00%,0,,0.00%,12,,8.76%,,0,,0.00%,,1,,0.73%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
0013010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,14,,48.28%,0,0.00%,0,,0.00%,29,,0,,,0.00%,0,,,0.00%,
Vote by Mail,4,7.02%,11,,19.30%,0,0.00%,0,,0.00%,57,,0,,,0.00%,0,,,0.00%,
Total,4,4.65%,25,,29.07%,0,0.00%,0,,0.00%,86,,0,,,0.00%,0,,,0.00%,
0013012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,28,,39.44%,0,0.00%,0,,0.00%,71,,0,,,0.00%,0,,,0.00%,
Vote by Mail,4,2.76%,41,,28.28%,0,0.00%,0,,0.00%,145,,0,,,0.00%,0,,,0.00%,
Total,4,1.85%,69,,31.94%,0,0.00%,0,,0.00%,216,,0,,,0.00%,0,,,0.00%,
0014000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,0.00%,4,,40.00%,0,0.00%,0,,0.00%,10,,0,,,0.00%,0,,,0.00%,
Total,0,0.00%,4,,40.00%,0,0.00%,0,,0.00%,10,,0,,,0.00%,0,,,0.00%,
0014006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,0,,0,,,0,,0,,,0,,0,,,,0,,,,
0014100,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,0,,0,,,0,,0,,,0,,0,,,,0,,,,
0014200,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,4,9.52%,22,,52.38%,0,0.00%,0,,0.00%,42,,0,,,0.00%,0,,,0.00%,
Total,4,9.09%,23,,52.27%,0,0.00%,0,,0.00%,44,,0,,,0.00%,0,,,0.00%,
0014202,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
